HM	CM	ENET_B	SPCN_B	STATE	ENET_RSQ
CBX3	RNAPII_S2P	1	1	1	0.640495210565752
CBX7	RYBP	1	1	1	0.36039659991119
C_MYC	KLF4	1	1	1	0.39975113747423
C_MYC	N_MYC	1	1	1	0.444168867132346
C_MYC	STAT3	1	1	1	0.349180993216649
E2F1	POLII	1	1	1	0.838400843487137
EZH2	G9A	1	1	1	0.307873318154561
HDAC1	HDAC2	1	1	1	0.399907807181969
HDAC1	TCF3	1	1	1	0.464903627968577
KDM2A	KDM2B	1	1	1	0.504700275948558
KLF4	N_MYC	1	1	1	0.444168867132346
KLF4	STAT3	1	1	1	0.39975113747423
LSD1	MED12	1	1	1	0.770156501925328
LSD1	NIPBL	1	1	1	0.770156501925328
MBD2T	TAF1	0	0	1	0.225105739504988
MED12	MED1	1	1	1	0.731312441099626
MED12	NIPBL	1	1	1	0.731312441099626
MED1	NIPBL	1	1	1	0.67036405978103
NANOG	OCT4	1	1	1	0.578684299881155
NANOG	SOX2	1	1	1	0.525081663552783
NANOG	TCF3	1	1	1	0.464903627968577
N_MYC	STAT3	1	1	1	0.444168867132346
OCT4	SOX2	1	1	1	0.578684299881155
POLII	RNAPII_S5P	1	1	1	0.838400843487137
POLII	RNAPII_S7P	1	1	1	0.838400843487137
RNAPII_S2P	RNAPII_S5P	1	1	1	0.758546411281195
RNAPII_S2P	RNAPII_S7P	1	1	1	0.813911264274497
RNAPII_S5P	RNAPII_S7P	1	1	1	0.813911264274497
SIN3A	TET1	1	1	1	0.56124427461339
SMC1	SMC3	1	1	1	0.75302594578341
ZC3H11A	ZNF384	1	1	1	0.417587328382432
CBX7	RYBP	1	1	2	0.401086429836159
C_MYC	KLF4	1	1	2	0.380355207598128
C_MYC	N_MYC	1	1	2	0.439507535381737
C_MYC	STAT3	1	1	2	0.380355207598128
CoREST	MI2B	1	1	2	0.466943603005723
E2F1	POLII	1	1	2	0.802982914140945
EZH2	G9A	1	1	2	0.253708640334259
G9A	MBD2T	0	0	2	0.217682675214926
HCFC1	ZC3H11A	1	1	2	0.29337370609302
HDAC1	HDAC2	1	1	2	0.462231935960654
HDAC1	SUZ12	1	1	2	0.468178132455922
HDAC1	TCF3	1	1	2	0.485208874245622
KDM2A	KDM2B	1	1	2	0.476271713290061
KDM2A	TET1	1	1	2	0.558123756228299
KLF4	N_MYC	1	1	2	0.439507535381737
KLF4	STAT3	1	1	2	0.332196328725596
LSD1	MED12	1	1	2	0.752707203257387
LSD1	NIPBL	1	1	2	0.752707203257387
MBD2T	TAF1	0	0	2	0.211515219278666
MED12	MED1	1	1	2	0.74203140744642
MED12	NIPBL	1	1	2	0.74203140744642
MED1	NIPBL	1	1	2	0.69741997922246
NANOG	OCT4	1	1	2	0.496242822539414
NANOG	SOX2	1	1	2	0.552062412670931
NANOG	TCF3	1	1	2	0.485208874245622
N_MYC	STAT3	1	1	2	0.439507535381737
OCT4	SOX2	1	1	2	0.552062412670931
OCT4	TCF3	1	1	2	0.496242822539414
OGT	TET1	1	1	2	0.558123756228299
POLII	RNAPII_S5P	1	1	2	0.802982914140945
POLII	RNAPII_S7P	1	1	2	0.825807141348927
RNAPII_S2P	RNAPII_S5P	1	1	2	0.778649549630375
RNAPII_S2P	RNAPII_S7P	1	1	2	0.825807141348927
RNAPII_S5P	RNAPII_S7P	1	1	2	0.825807141348927
SIN3A	TET1	1	1	2	0.558123756228299
SMC1	SMC3	1	1	2	0.724599745827778
SOX2	TCF3	1	1	2	0.552062412670931
SUZ12	TCF3	1	1	2	0.485208874245622
CBX7	RYBP	1	1	3	0.368393617867032
C_MYC	KLF4	1	1	3	0.381282553246942
C_MYC	N_MYC	1	1	3	0.452975457111468
C_MYC	STAT3	1	1	3	0.34270198934534
CoREST	MI2B	1	1	3	0.414456414243197
E2F1	POLII	1	1	3	0.796679536772111
EZH2	G9A	1	1	3	0.380816367444585
G9A	MBD2T	0	0	3	0.187234264270735
HDAC1	HDAC2	1	1	3	0.426075770907108
HDAC1	TCF3	1	1	3	0.456187502818167
HDAC2	TCF3	1	1	3	0.456187502818167
KDM2A	KDM2B	1	1	3	0.463749234469819
KLF4	N_MYC	1	1	3	0.452975457111468
KLF4	STAT3	1	1	3	0.381282553246942
LSD1	MED12	1	1	3	0.729981914071394
LSD1	NIPBL	1	1	3	0.729981914071394
MAFK	ZC3H11A	1	1	3	0.426710887607443
MAFK	ZNF384	1	1	3	0.219857356587435
MBD2T	TAF1	0	0	3	0.187234264270735
MED12	MED1	1	1	3	0.679897127050368
MED12	NIPBL	1	1	3	0.679897127050368
MED1	NIPBL	1	1	3	0.637635066478467
NANOG	OCT4	1	1	3	0.509649849554594
NANOG	SOX2	1	1	3	0.503860874924634
NANOG	TCF3	1	1	3	0.456187502818167
N_MYC	STAT3	1	1	3	0.452975457111468
OCT4	SOX2	1	1	3	0.509649849554594
OCT4	TCF3	1	1	3	0.509649849554594
POLII	RNAPII_S5P	1	1	3	0.796679536772111
POLII	RNAPII_S7P	1	1	3	0.796679536772111
RNAPII_S2P	RNAPII_S5P	1	1	3	0.74351564641817
RNAPII_S2P	RNAPII_S7P	1	1	3	0.790922527063873
RNAPII_S5P	RNAPII_S7P	1	1	3	0.790922527063873
SIN3A	TET1	1	1	3	0.499131817223383
SMC1	SMC3	1	1	3	0.734025413460123
SOX2	TCF3	1	1	3	0.503860874924634
ZC3H11A	ZNF384	1	1	3	0.426710887607443
CBX3	MBD2T	1	1	4	0.307478120620552
CBX3	RNAPII_S2P	1	1	4	0.538256594220047
CBX7	RYBP	1	1	4	0.484658394803801
C_MYC	N_MYC	1	1	4	0.500091220875018
C_MYC	STAT3	1	1	4	0.406232751029263
CoREST	MI2B	1	1	4	0.497779010177462
EZH2	G9A	1	1	4	0.35551716330012
EZH2	SUZ12	1	1	4	0.55594721765247
G9A	MBD2T	0	0	4	0.307478120620552
HCFC1	MAFK	1	1	4	0.373534575930856
HCFC1	ZNF384	1	1	4	0.373534575930856
HDAC1	HDAC2	1	1	4	0.429276286156082
KDM2A	KDM2B	1	1	4	0.536667254859483
KLF4	N_MYC	1	1	4	0.500091220875018
KLF4	STAT3	1	1	4	0.386713735469119
LSD1	MED12	1	1	4	0.822075561004316
LSD1	NIPBL	1	1	4	0.822075561004316
LSD1	POLII	1	1	4	0.844702254061004
MAFK	ZC3H11A	1	1	4	0.492773576845484
MAFK	ZNF384	1	1	4	0.304686495482968
MBD2T	TAF1	0	0	4	0.307478120620552
MED12	MED1	1	1	4	0.759605701594907
MED12	NIPBL	1	1	4	0.759605701594907
MED1	NIPBL	1	1	4	0.712149755469732
NANOG	OCT4	1	1	4	0.591978039771931
NANOG	SOX2	1	1	4	0.548243152568908
NANOG	TCF3	1	1	4	0.519566105010845
N_MYC	STAT3	1	1	4	0.500091220875018
OCT4	SOX2	1	1	4	0.591978039771931
OCT4	TCF3	1	1	4	0.591978039771931
POLII	RNAPII_S5P	1	1	4	0.844702254061004
POLII	RNAPII_S7P	1	1	4	0.844702254061004
RNAPII_S2P	RNAPII_S5P	1	1	4	0.730081457598288
RNAPII_S2P	RNAPII_S7P	1	1	4	0.815669449313679
RNAPII_S5P	RNAPII_S7P	1	1	4	0.815669449313679
SIN3A	TET1	1	1	4	0.595401336329741
SMC1	SMC3	1	1	4	0.798980889489435
SOX2	TCF3	1	1	4	0.548243152568908
ZC3H11A	ZNF384	1	1	4	0.492773576845484
CBX7	RYBP	1	1	5	0.435183021652037
C_MYC	N_MYC	1	1	5	0.511050806539152
CoREST	MI2B	1	1	5	0.503999218222677
E2F1	POLII	1	1	5	0.852492193294873
EZH2	G9A	1	1	5	0.336234492505568
EZH2	SUZ12	1	1	5	0.53906991366261
G9A	MBD2T	0	0	5	0.258367230201179
HDAC1	HDAC2	1	1	5	0.435817314582933
HDAC1	TCF3	1	1	5	0.441119274853431
KDM2A	KDM2B	1	1	5	0.550751596252187
KLF4	N_MYC	1	1	5	0.511050806539152
KLF4	STAT3	1	1	5	0.389797336811739
LSD1	MED12	1	1	5	0.831131457884673
LSD1	NIPBL	1	1	5	0.831131457884673
LSD1	POLII	1	1	5	0.852492193294873
MAFK	ZC3H11A	1	1	5	0.476380536965582
MAFK	ZNF384	1	1	5	0.265151312436718
MBD2T	TAF1	0	0	5	0.258367230201179
MED12	MED1	1	1	5	0.787143511631056
MED12	NIPBL	1	1	5	0.787143511631056
MED1	NIPBL	1	1	5	0.736495926093893
NANOG	OCT4	1	1	5	0.54722440804179
NANOG	SOX2	1	1	5	0.582848827419351
NANOG	TCF3	1	1	5	0.509741366979934
N_MYC	STAT3	1	1	5	0.511050806539152
OCT4	SOX2	1	1	5	0.582848827419351
OCT4	TCF3	1	1	5	0.54722440804179
POLII	RNAPII_S5P	1	1	5	0.852492193294873
POLII	RNAPII_S7P	1	1	5	0.852492193294873
RAD21	ZC3H11A	1	1	5	0.476380536965582
RNAPII_S2P	RNAPII_S5P	1	1	5	0.76162411155799
RNAPII_S2P	RNAPII_S7P	1	1	5	0.823137334049761
RNAPII_S5P	RNAPII_S7P	1	1	5	0.823137334049761
SIN3A	TET1	1	1	5	0.603499098317222
SMC1	SMC3	1	1	5	0.800766986530017
ZC3H11A	ZNF384	1	1	5	0.476380536965582
CBX3	G9A	0	0	6	0.322073683424649
CBX3	MBD2T	1	1	6	0.373022069762018
CBX7	RYBP	1	1	6	0.346434214033017
C_MYC	N_MYC	1	1	6	0.528922837308809
CoREST	MI2B	1	1	6	0.473970406972054
CoREST	REST	1	1	6	0.311552420066556
EZH2	G9A	1	1	6	0.322073683424649
G9A	MBD2T	0	0	6	0.373022069762018
HCFC1	ZNF384	1	1	6	0.319210067144702
HDAC1	HDAC2	1	1	6	0.409706192508406
HDAC1	SUZ12	1	1	6	0.387851850627603
HDAC2	SUZ12	1	1	6	0.409706192508406
KDM2A	KDM2B	1	1	6	0.45116200242149
KLF4	N_MYC	1	1	6	0.528922837308809
KLF4	STAT3	1	1	6	0.338608067999002
LSD1	MED12	1	1	6	0.804755031341475
LSD1	NIPBL	1	1	6	0.804755031341475
MAFK	ZC3H11A	1	1	6	0.452276206361697
MAFK	ZNF384	1	1	6	0.357154588049921
MAX	MBD2T	1	1	6	0.373022069762018
MBD2T	TAF1	0	0	6	0.373022069762018
MED12	MED1	1	1	6	0.753263303455847
MED12	NIPBL	1	1	6	0.753263303455847
MED1	NIPBL	1	1	6	0.704049712923426
MI2B	REST	1	1	6	0.473970406972054
NANOG	OCT4	1	1	6	0.541262059393431
NANOG	SOX2	1	1	6	0.472152008563206
NANOG	TCF3	1	1	6	0.472152008563206
OCT4	SOX2	1	1	6	0.541262059393431
OCT4	TCF3	1	1	6	0.541262059393431
POLII	RNAPII_S5P	1	1	6	0.820858428639986
POLII	RNAPII_S7P	1	1	6	0.820858428639986
RNAPII_S2P	RNAPII_S5P	1	1	6	0.63607695046013
RNAPII_S2P	RNAPII_S7P	1	1	6	0.811923157260706
RNAPII_S5P	RNAPII_S7P	1	1	6	0.811923157260706
SIN3A	TET1	1	1	6	0.541182073672591
SMC1	SMC3	1	1	6	0.77934353290589
SOX2	TCF3	1	1	6	0.471804640883755
ZC3H11A	ZNF384	1	1	6	0.452276206361697
CBX3	MBD2T	1	1	7	0.504459131423036
CBX7	RYBP	1	1	7	0.581009641067942
C_MYC	N_MYC	1	1	7	0.546057765296706
CoREST	MI2B	1	1	7	0.591173712116994
E2F1	POLII	1	1	7	0.877423454721976
EZH2	G9A	1	1	7	0.508352327485343
EZH2	SUZ12	1	1	7	0.64402149843286
G9A	MBD2T	0	0	7	0.504459131423036
HDAC1	HDAC2	1	1	7	0.419300219516754
HDAC1	TCF3	1	1	7	0.450842154512159
KDM2A	KDM2B	1	1	7	0.597016819802353
KLF4	N_MYC	1	1	7	0.546057765296706
KLF4	STAT3	1	1	7	0.419518140049421
LSD1	MED12	1	1	7	0.855406223667233
LSD1	NIPBL	1	1	7	0.855406223667233
LSD1	POLII	1	1	7	0.877423454721976
MAFK	ZC3H11A	1	1	7	0.562758234467563
MAFK	ZNF384	1	1	7	0.254642440895661
MBD2T	TAF1	0	0	7	0.504459131423036
MED12	MED1	1	1	7	0.823052671990265
MED12	NIPBL	1	1	7	0.823052671990265
MED1	NIPBL	1	1	7	0.790096705764219
NANOG	OCT4	1	1	7	0.689734489478388
NANOG	SOX2	1	1	7	0.660934451316995
NANOG	TCF3	1	1	7	0.568093373215515
N_MYC	STAT3	1	1	7	0.546057765296706
OCT4	SOX2	1	1	7	0.689734489478388
POLII	RNAPII_S5P	1	1	7	0.877423454721976
POLII	RNAPII_S7P	1	1	7	0.877423454721976
RAD21	ZC3H11A	1	1	7	0.562758234467563
RNAPII_S2P	RNAPII_S5P	1	1	7	0.769051502169308
RNAPII_S2P	RNAPII_S7P	1	1	7	0.856173730528548
RNAPII_S5P	RNAPII_S7P	1	1	7	0.856173730528548
SIN3A	TET1	1	1	7	0.623989736796896
SMC1	SMC3	1	1	7	0.864139755236935
CBX7	RYBP	1	1	8	0.453387345042577
C_MYC	KLF4	1	1	8	0.396440843554128
C_MYC	N_MYC	1	1	8	0.460133351662277
C_MYC	STAT3	1	1	8	0.345171544178005
CoREST	MI2B	1	1	8	0.412539609667261
EZH2	G9A	1	1	8	0.38993481857595
HDAC1	HDAC2	1	1	8	0.417219994725678
HDAC1	TCF3	1	1	8	0.419311777944949
HDAC2	TCF3	1	1	8	0.419311777944949
KDM2A	KDM2B	1	1	8	0.481682485893176
KLF4	N_MYC	1	1	8	0.460133351662277
KLF4	STAT3	1	1	8	0.396440843554128
LSD1	MED12	1	1	8	0.756312895026426
LSD1	NIPBL	1	1	8	0.756312895026426
MAFK	ZC3H11A	1	1	8	0.420878597245521
MAFK	ZNF384	1	1	8	0.310622335727433
MBD2T	TAF1	0	0	8	0.215619384959191
MED12	MED1	1	1	8	0.724165223002713
MED12	NIPBL	1	1	8	0.724165223002713
MED1	NIPBL	1	1	8	0.656269749607441
N_MYC	STAT3	1	1	8	0.460133351662277
OCT4	SOX2	1	1	8	0.555616709976819
POLII	RNAPII_S5P	1	1	8	0.800204956814788
POLII	RNAPII_S7P	1	1	8	0.800204956814788
RNAPII_S2P	RNAPII_S5P	1	1	8	0.699528284012345
RNAPII_S2P	RNAPII_S7P	1	1	8	0.723734508273655
RNAPII_S5P	RNAPII_S7P	1	1	8	0.723734508273655
SIN3A	TET1	1	1	8	0.51973090791404
SMC1	SMC3	1	1	8	0.727413596992826
SOX2	TCF3	1	1	8	0.538167684712184
ZC3H11A	ZNF384	1	1	8	0.420878597245521
CBX7	RYBP	1	1	9	0.453208530646349
C_MYC	N_MYC	1	1	9	0.514104289952655
CoREST	MI2B	1	1	9	0.490695217958352
E2F1	POLII	1	1	9	0.850167898107823
EZH2	G9A	1	1	9	0.391567215169979
EZH2	SUZ12	1	1	9	0.590829255387855
G9A	MBD2T	0	0	9	0.286248449555634
G9A	REST	1	1	9	0.243884130246966
HCFC1	MAFK	1	1	9	0.326945615734593
HCFC1	ZNF384	1	1	9	0.326945615734593
HDAC1	HDAC2	1	1	9	0.439506427108531
KDM2A	KDM2B	1	1	9	0.548520767820098
KLF4	N_MYC	1	1	9	0.514104289952655
KLF4	STAT3	1	1	9	0.398020907433316
LSD1	MED12	1	1	9	0.811255862340276
LSD1	NIPBL	1	1	9	0.811255862340276
LSD1	POLII	1	1	9	0.850167898107823
MAFK	ZC3H11A	1	1	9	0.481630742460407
MAFK	ZNF384	1	1	9	0.24290020857494
MBD2T	TAF1	0	0	9	0.286248449555634
MED12	MED1	1	1	9	0.774518662291662
MED12	NIPBL	1	1	9	0.774518662291662
MED1	NIPBL	1	1	9	0.727264210784826
NANOG	OCT4	1	1	9	0.621175156909191
NANOG	SOX2	1	1	9	0.591521677264889
NANOG	TCF3	1	1	9	0.508860597148257
N_MYC	STAT3	1	1	9	0.514104289952655
OCT4	SOX2	1	1	9	0.621175156909191
POLII	RNAPII_S5P	1	1	9	0.850167898107823
POLII	RNAPII_S7P	1	1	9	0.850167898107823
RING1B	RNAPII_S5P	1	1	9	0.737705964788595
RNAPII_S2P	RNAPII_S5P	1	1	9	0.737705964788595
RNAPII_S2P	RNAPII_S7P	1	1	9	0.819093182221804
RNAPII_S5P	RNAPII_S7P	1	1	9	0.819093182221804
SIN3A	TET1	1	1	9	0.595444428665213
SMC1	SMC3	1	1	9	0.816400750351156
ZC3H11A	ZNF384	1	1	9	0.481630742460407
CBX3	MBD2T	1	1	10	0.322537436446488
CBX7	RYBP	1	1	10	0.36620430968979
C_MYC	KLF4	1	1	10	0.360032917330259
C_MYC	N_MYC	1	1	10	0.388785718335103
C_MYC	STAT3	1	1	10	0.335181254855121
CoREST	MI2B	1	1	10	0.420822953751898
EZH2	G9A	1	1	10	0.311216099763003
G9A	MBD2T	0	0	10	0.322537436446488
HCFC1	MAFK	1	1	10	0.40977808498418
HCFC1	ZC3H11A	1	1	10	0.456893289455303
HCFC1	ZNF384	1	1	10	0.373094825450308
HDAC1	HDAC2	1	1	10	0.357294241167204
HDAC1	TCF3	1	1	10	0.367128898141991
HDAC2	TCF3	1	1	10	0.367128898141991
KDM2A	KDM2B	1	1	10	0.436211642218903
KLF4	N_MYC	1	1	10	0.388785718335103
KLF4	STAT3	1	1	10	0.360032917330259
LSD1	MED12	1	1	10	0.783589873326146
LSD1	NIPBL	1	1	10	0.783589873326146
MAFK	ZC3H11A	1	1	10	0.456893289455303
MAFK	ZNF384	1	1	10	0.40977808498418
MBD2T	TAF1	0	0	10	0.322537436446488
MED12	MED1	1	1	10	0.716691428704733
NANOG	OCT4	1	1	10	0.49410198542771
NANOG	SOX2	1	1	10	0.450095256157535
NANOG	TCF3	1	1	10	0.367128898141991
N_MYC	STAT3	1	1	10	0.388785718335103
OCT4	SOX2	1	1	10	0.49410198542771
OCT4	TCF3	1	1	10	0.49410198542771
POLII	RNAPII_S5P	1	1	10	0.81687394407749
POLII	RNAPII_S7P	1	1	10	0.81687394407749
RING1B	RNAPII_S5P	1	1	10	0.623688865349081
RNAPII_S2P	RNAPII_S5P	1	1	10	0.623688865349081
RNAPII_S2P	RNAPII_S7P	1	1	10	0.721022806226483
RNAPII_S5P	RNAPII_S7P	1	1	10	0.721022806226483
SIN3A	TET1	1	1	10	0.517538540806445
SMC1	SMC3	1	1	10	0.661306295669208
SOX2	TCF3	1	1	10	0.450095256157535
ZC3H11A	ZNF384	1	1	10	0.456893289455303
CBX3	MBD2T	1	1	11	0.205059781894949
CBX7	RYBP	1	1	11	0.442397019946326
C_MYC	N_MYC	1	1	11	0.44547492329345
CoREST	MI2B	1	1	11	0.430901989310464
E2F1	POLII	1	1	11	0.841799216708531
EZH2	G9A	1	1	11	0.410294781512012
EZH2	SUZ12	1	1	11	0.592269416136856
G9A	MBD2T	0	0	11	0.216804619796073
HDAC1	HDAC2	1	1	11	0.401606538033508
KDM2A	KDM2B	1	1	11	0.494015032470507
KLF4	N_MYC	1	1	11	0.44547492329345
KLF4	STAT3	1	1	11	0.355918247174302
LSD1	MED12	1	1	11	0.771800190949225
LSD1	NIPBL	1	1	11	0.771800190949225
MAFK	ZC3H11A	1	1	11	0.403156565750781
MBD2T	TAF1	0	0	11	0.205059781894949
MED12	MED1	1	1	11	0.740614813385339
MED12	NIPBL	1	1	11	0.740614813385339
MED1	NIPBL	1	1	11	0.699203887507544
NANOG	OCT4	1	1	11	0.554537391250395
NANOG	SOX2	1	1	11	0.544549137112343
NANOG	TCF3	1	1	11	0.475683022834357
N_MYC	STAT3	1	1	11	0.44547492329345
OCT4	SOX2	1	1	11	0.554537391250395
OCT4	TCF3	1	1	11	0.554537391250395
OGT	TET1	1	1	11	0.549568074761012
POLII	RNAPII_S5P	1	1	11	0.841799216708531
POLII	RNAPII_S7P	1	1	11	0.841799216708531
RING1B	RNAPII_S5P	1	1	11	0.704376662821862
RNAPII_S2P	RNAPII_S5P	1	1	11	0.704376662821862
RNAPII_S2P	RNAPII_S7P	1	1	11	0.820411466281737
RNAPII_S5P	RNAPII_S7P	1	1	11	0.820411466281737
SIN3A	TET1	1	1	11	0.549568074761012
SMC1	SMC3	1	1	11	0.765014951139909
SOX2	TCF3	1	1	11	0.544549137112343
CBX3	MBD2T	1	1	12	0.212953985375543
CBX7	RYBP	1	1	12	0.448917751461243
C_MYC	N_MYC	1	1	12	0.429063933744681
C_MYC	STAT3	1	1	12	0.345914910523253
E2F1	POLII	1	1	12	0.748183051170511
ESRRB	RING1B	1	1	12	0.57286199662094
EZH2	G9A	1	1	12	0.283175639476522
EZH2	SUZ12	1	1	12	0.503756647010634
HDAC1	HDAC2	1	1	12	0.412658872609127
HDAC1	TCF3	1	1	12	0.453329086316392
HDAC2	TCF3	1	1	12	0.453329086316392
KDM2A	KDM2B	1	1	12	0.437304537178929
KDM2A	TET1	1	1	12	0.591302130509179
KLF4	N_MYC	1	1	12	0.429063933744681
KLF4	STAT3	1	1	12	0.292155046276314
LSD1	MED12	1	1	12	0.767642244305068
LSD1	MED1	1	1	12	0.767642244305068
LSD1	NIPBL	1	1	12	0.767642244305068
MAFK	ZC3H11A	1	1	12	0.418584346138358
MAFK	ZNF384	1	1	12	0.175711909590668
MBD2T	TAF1	0	0	12	0.191658488989364
MED12	MED1	1	1	12	0.733199045280363
MED12	NIPBL	1	1	12	0.733199045280363
MED1	NIPBL	1	1	12	0.720776165157972
NANOG	OCT4	1	1	12	0.515270326439289
NANOG	SOX2	1	1	12	0.528124614487417
NANOG	TCF3	1	1	12	0.453329086316392
N_MYC	STAT3	1	1	12	0.429063933744681
OCT4	SOX2	1	1	12	0.528124614487417
OGT	TET1	1	1	12	0.591302130509179
POLII	RNAPII_S5P	1	1	12	0.748183051170511
POLII	RNAPII_S7P	1	1	12	0.748183051170511
RAD21	ZC3H11A	1	1	12	0.431577391648
RNAPII_S2P	RNAPII_S5P	1	1	12	0.648010995649996
RNAPII_S2P	RNAPII_S7P	1	1	12	0.710842007600463
RNAPII_S5P	RNAPII_S7P	1	1	12	0.710842007600463
SIN3A	TET1	1	1	12	0.591302130509179
SMC1	SMC3	1	1	12	0.819218124703928
ZC3H11A	ZNF384	1	1	12	0.418584346138358
CBX7	RYBP	1	1	13	0.406646020425024
C_MYC	N_MYC	1	1	13	0.469833868995957
E2F1	POLII	1	1	13	0.818122996593931
EZH2	G9A	1	1	13	0.353477733438868
EZH2	SUZ12	1	1	13	0.542630193217113
HCFC1	ZC3H11A	1	1	13	0.400881552677754
HDAC1	HDAC2	1	1	13	0.416081860640598
KDM2A	KDM2B	1	1	13	0.497791084713679
KLF4	N_MYC	1	1	13	0.469833868995957
KLF4	STAT3	1	1	13	0.357602388959024
LSD1	MED12	1	1	13	0.779925922836617
LSD1	NIPBL	1	1	13	0.779925922836617
MAFK	ZC3H11A	1	1	13	0.400881552677754
MAFK	ZNF384	1	1	13	0.264638770193763
MBD2T	TAF1	0	0	13	0.245043016457604
MED12	MED1	1	1	13	0.72988687062132
MED12	NIPBL	1	1	13	0.72988687062132
MED1	NIPBL	1	1	13	0.669555035018627
NANOG	OCT4	1	1	13	0.62020685620091
NANOG	SOX2	1	1	13	0.637021967386021
NANOG	TCF3	1	1	13	0.519090254868001
N_MYC	STAT3	1	1	13	0.469833868995957
OCT4	SOX2	1	1	13	0.637021967386021
OCT4	TCF3	1	1	13	0.62020685620091
POLII	RNAPII_S5P	1	1	13	0.818122996593931
POLII	RNAPII_S7P	1	1	13	0.818122996593931
RING1B	RNAPII_S5P	1	1	13	0.69855008095167
RNAPII_S2P	RNAPII_S5P	1	1	13	0.69855008095167
RNAPII_S2P	RNAPII_S7P	1	1	13	0.795501002396638
RNAPII_S5P	RNAPII_S7P	1	1	13	0.795501002396638
SIN3A	TET1	1	1	13	0.534335051088454
SMC1	SMC3	1	1	13	0.724964555133986
SOX2	TCF3	1	1	13	0.637021967386021
ZC3H11A	ZNF384	1	1	13	0.400881552677754
CBX7	RYBP	1	1	14	0.472793260311019
C_MYC	N_MYC	1	1	14	0.543753695614286
E2F1	POLII	1	1	14	0.843472519382258
ESRRB	MED1	1	1	14	0.798199843882693
ESRRB	RING1B	1	1	14	0.708771069029225
HDAC1	HDAC2	1	1	14	0.455357866849101
HDAC1	SUZ12	1	1	14	0.49126594365031
KDM2A	KDM2B	1	1	14	0.531711038127555
KLF4	STAT3	1	1	14	0.413825618608837
LSD1	MED12	1	1	14	0.869669631527212
LSD1	NIPBL	1	1	14	0.867362276874179
MBD2T	TAF1	0	0	14	0.265767224611826
MED12	MED1	1	1	14	0.869669631527212
MED1	NIPBL	1	1	14	0.820113232731263
NANOG	SOX2	1	1	14	0.706477456334847
NANOG	TCF3	1	1	14	0.569887860398843
OCT4	SOX2	1	1	14	0.706477456334847
OCT4	TCF3	1	1	14	0.701923022747295
OGT	TET1	1	1	14	0.637085086877919
POLII	RNAPII_S5P	1	1	14	0.843472519382258
POLII	RNAPII_S7P	1	1	14	0.843472519382258
RNAPII_S2P	RNAPII_S5P	1	1	14	0.751314679748278
RNAPII_S2P	RNAPII_S7P	1	1	14	0.818223876999345
RNAPII_S5P	RNAPII_S7P	1	1	14	0.818223876999345
SIN3A	TET1	1	1	14	0.637085086877919
SMC1	SMC3	1	1	14	0.80508125051568
CBX3	RNAPII_S2P	1	1	15	0.6225147841682
CBX7	RYBP	1	1	15	0.422151309697169
C_MYC	N_MYC	1	1	15	0.533916525427319
E2F1	POLII	1	1	15	0.858001800579664
EZH2	G9A	1	1	15	0.245961058879235
HDAC1	HDAC2	1	1	15	0.448983471165678
HDAC1	SUZ12	1	1	15	0.494553635311178
KDM2A	KDM2B	1	1	15	0.53066839308489
KLF4	STAT3	1	1	15	0.295052113144414
LSD1	MED12	1	1	15	0.80087149417538
LSD1	MED1	1	1	15	0.800489815261022
LSD1	NIPBL	1	1	15	0.800489815261022
MBD2T	TAF1	0	0	15	0.252446615605987
MED12	MED1	1	1	15	0.80087149417538
MED12	NIPBL	1	1	15	0.80087149417538
MED1	NIPBL	1	1	15	0.761915270140168
NANOG	OCT4	1	1	15	0.592508230551215
NANOG	SOX2	1	1	15	0.578365294025784
NANOG	TCF3	1	1	15	0.502319041647445
N_MYC	STAT3	1	1	15	0.533916525427319
OCT4	SOX2	1	1	15	0.592508230551215
OCT4	TCF3	1	1	15	0.592508230551215
OGT	TET1	1	1	15	0.569945876363462
POLII	RNAPII_S5P	1	1	15	0.858001800579664
POLII	RNAPII_S7P	1	1	15	0.858001800579664
RNAPII_S2P	RNAPII_S5P	1	1	15	0.784585839449742
RNAPII_S2P	RNAPII_S7P	1	1	15	0.844961078960406
RNAPII_S5P	RNAPII_S7P	1	1	15	0.844961078960406
SIN3A	TET1	1	1	15	0.569945876363462
SMC1	SMC3	1	1	15	0.758403241558939
SOX2	TCF3	1	1	15	0.578365294025784
ZC3H11A	ZNF384	1	1	15	0.378866974167534
CBX3	RNAPII_S2P	1	1	16	0.533655105207211
CBX7	RYBP	1	1	16	0.632288041598596
C_MYC	N_MYC	1	1	16	0.822064529394094
CoREST	MI2B	1	1	16	0.568817987156964
E2F1	RNAPII_S7P	1	1	16	0.904821131943295
EZH2	G9A	1	1	16	0.29922670986207
EZH2	SUZ12	1	1	16	0.486316100279467
G9A	MBD2T	0	0	16	0.380496973915639
HCFC1	NIPBL	1	1	16	0.808729280194439
HDAC1	HDAC2	1	1	16	0.548859178148974
KDM2A	KDM2B	1	1	16	0.785150388187585
LSD1	MED12	1	1	16	0.886003553846664
LSD1	NIPBL	1	1	16	0.886003553846664
LSD1	POLII	1	1	16	0.927030888827343
MBD2T	TAF1	0	0	16	0.380496973915639
MED12	MED1	1	1	16	0.886001213994447
NANOG	OCT4	1	1	16	0.600165702784114
NANOG	SOX2	1	1	16	0.565698148804173
