HM	CM	ENET_B	SPCN_B	STATE	ENET_RSQ
H2AZ	TAF1	1	1	19	0.208755800696702
H2Aub1	RING1B	1	1	19	0.532293789165843
H2Aub1	RNAPII_S5P	1	1	19	0.532293789165843
H3K27me3	EZH2	1	1	19	0.491304971179788
H3K27me3	TET1	1	1	19	0.491304971179788
H3K36me2	CBX7	1	1	19	0.306064654082718
H3K36me2	RYBP	1	1	19	0.306064654082718
H3K36me3	MBD2T	0	0	19	0.335173486552482
H3K36me3	RNAPII_S2P	1	1	19	0.335173486552482
H3K4me1	MAX	0	0	19	0.381676548251952
H3K4me1	MBD2T	0	0	19	0.381676548251952
H3K4me1	TET1	1	1	19	0.381676548251952
H3K79me2	RNAPII_S2P	1	1	19	0.110768646711796
H3K9ac	POLII	1	1	19	0.520503627239441
H3K9me3	SETDB1	1	1	19	0.22978270938995
5fC	RYBP	1	1	20	0.101751481744609
5hmC	RYBP	1	1	20	0.175061321924014
5hmC	TET1	1	1	20	0.175061321924014
CTCF	RAD21	1	1	20	0.563255741319563
H2AZ	CBX3	0	0	20	0.160148660561414
H2AZ	MBD2T	0	0	20	0.160148660561414
H2AZ	TAF1	1	1	20	0.160148660561414
H2Aub1	RING1B	1	1	20	0.310201079969681
H2Aub1	RNAPII_S5P	1	1	20	0.310201079969681
H3K27ac	MBD2T	0	0	20	0.381250383233442
H3K27me3	CBX7	1	1	20	0.308210806257468
H3K27me3	RYBP	1	1	20	0.308210806257468
H3K36me2	CBX7	1	1	20	0.349476428456464
H3K36me2	RYBP	1	1	20	0.349476428456464
H3K36me3	MBD2T	0	0	20	0.290336168797334
H3K36me3	RNAPII_S2P	1	1	20	0.290336168797334
H3K4me1	MBD2T	0	0	20	0.307090218537491
H3K4me1	TET1	1	1	20	0.307090218537491
H3K4me2	TET1	1	1	20	0.366758827741993
H3K79me2	HDAC1	1	1	20	0.134487452475927
H3K79me2	RNAPII_S2P	1	1	20	0.134487452475927
H3K79me2	SMC1	0	0	20	0.134487452475927
H3K9ac	HCFC1	1	1	20	0.509659775462556
H3K9ac	MAFK	1	1	20	0.509659775462556
H3K9ac	POLII	1	1	20	0.509659775462556
H3K9ac	RAD21	0	0	20	0.509659775462556
H3K9me3	SETDB1	1	1	20	0.220274623072853
