HM	CM	ENET_B	SPCN_B	STATE	ENET_RSQ
H3K9me3	SETDB1	1	1	11	0.257155104819372
5fC	NIPBL	1	1	12	0.107287852900083
5fC	OGT	1	1	12	0.107287852900083
5hmC	OGT	1	1	12	0.16653731207211
5hmC	TET1	1	1	12	0.16653731207211
CTCF	RAD21	1	1	12	0.463207872458679
CTCF	SMC3	1	1	12	0.463207872458679
H2AZ	MBD2T	0	0	12	0.196042058888214
H2AZ	TAF1	1	1	12	0.196042058888214
H2Aub1	RING1B	1	1	12	0.229517180383822
H2Aub1	RNAPII_S5P	1	1	12	0.229517180383822
H2Aub1	RNAPII_S7P	1	1	12	0.229517180383822
H3K27ac	E2F1	1	1	12	0.23676506602446
H3K27me3	CBX7	1	1	12	0.286558370911481
H3K36me2	CBX7	1	1	12	0.267277114062144
H3K36me2	RYBP	1	1	12	0.267277114062144
H3K36me3	MBD2T	0	0	12	0.107077140865756
H3K36me3	RNAPII_S2P	1	1	12	0.107077140865756
H3K36me3	TAF1	1	1	12	0.107077140865756
H3K4me1	MBD2T	0	0	12	0.259438264689599
H3K4me2	KDM2B	1	1	12	0.174078852485834
H3K79me2	HDAC1	1	1	12	0.319105946562237
H3K79me2	HDAC2	1	1	12	0.319105946562237
H3K79me2	SUZ12	1	1	12	0.319105946562237
H3K79me2	TCF3	1	1	12	0.319105946562237
H3K9ac	POLII	1	1	12	0.278820770814406
H3K9ac	ZC3H11A	1	1	12	0.278820770814406
H3K9me3	SETDB1	1	1	12	0.230828763646806
5fC	BRG1	0	0	13	0.0715150473861898
5hmC	TET1	1	1	13	0.0734729583648543
5mC	CBX3	1	1	13	0.0286988030098924
CTCF	RAD21	1	1	13	0.136600726697981
H2AZ	MBD2T	0	0	13	0.12930956445768
H2AZ	TAF1	1	1	13	0.12930956445768
H2Aub1	RNAPII_S5P	1	1	13	0.241026130286568
H2Aub1	RNAPII_S7P	1	1	13	0.241026130286568
H3K27ac	MBD2T	0	0	13	0.202378766553072
H3K27me3	CBX7	1	1	13	0.247743461042485
H3K27me3	RYBP	1	1	13	0.247743461042485
H3K36me2	CBX7	1	1	13	0.302871631971635
H3K36me2	RYBP	1	1	13	0.302871631971635
H3K36me3	MBD2T	0	0	13	0.137869206079496
H3K36me3	RNAPII_S2P	1	1	13	0.137869206079496
H3K36me3	TAF1	1	1	13	0.137869206079496
H3K4me1	MBD2T	0	0	13	0.237923358170835
H3K4me2	TET1	1	1	13	0.132007292473856
H3K4me3	TAF1	1	1	13	0.0273100723115569
H3K79me2	HDAC1	1	1	13	0.29464654952094
H3K79me2	HDAC2	1	1	13	0.29464654952094
H3K79me2	SUZ12	1	1	13	0.29464654952094
H3K9ac	HCFC1	1	1	13	0.488163138464501
H3K9ac	ZC3H11A	1	1	13	0.488163138464501
H3K9me3	SETDB1	1	1	13	0.25790068152024
5hmC	BRG1	0	0	14	0.101562334775872
CTCF	RAD21	1	1	14	0.304680599930934
CTCF	SMC3	1	1	14	0.304680599930934
H2AZ	MBD2T	0	0	14	0.178608648146847
H2AZ	TAF1	1	1	14	0.178608648146847
H2Aub1	POLII	0	0	14	0.0793350192298874
H2Aub1	RING1B	1	1	14	0.0793350192298874
H2Aub1	RNAPII_S5P	1	1	14	0.0793350192298874
H3K27ac	E2F1	1	1	14	0.323699814300627
H3K27ac	MBD2T	0	0	14	0.323699814300627
H3K27me3	CBX7	1	1	14	0.321655298071267
H3K27me3	RYBP	1	1	14	0.321655298071267
H3K36me2	CBX7	1	1	14	0.31773755226233
H3K36me2	RYBP	1	1	14	0.31773755226233
H3K36me3	MBD2T	0	0	14	0.177954838168127
H3K36me3	RNAPII_S2P	1	1	14	0.177954838168127
H3K36me3	TAF1	1	1	14	0.177954838168127
H3K4me1	MBD2T	0	0	14	0.287879886840434
H3K4me1	TAF1	1	1	14	0.287879886840434
H3K4me2	KDM2B	1	1	14	0.285736163906728
H3K4me2	MBD2T	0	0	14	0.285736163906728
H3K4me2	TET1	1	1	14	0.285736163906728
H3K4me3	POLII	1	1	14	0.173449529253127
H3K79me2	HDAC1	1	1	14	0.175493373338788
H3K79me2	SUZ12	1	1	14	0.175493373338788
H3K9ac	POLII	1	1	14	0.441482895711812
H3K9ac	ZC3H11A	1	1	14	0.441482895711812
H3K9me3	SETDB1	1	1	14	0.18699308030494
H4K20me3	TET1	0	0	14	0.0641390605070023
CTCF	RAD21	1	1	15	0.228795378368415
H2AZ	MBD2T	0	0	15	0.119521602425402
H2AZ	TAF1	1	1	15	0.119521602425402
H2Aub1	RING1B	1	1	15	0.155362064675391
H2Aub1	RNAPII_S5P	1	1	15	0.155362064675391
H3K27ac	E2F1	1	1	15	0.403128238750162
H3K27me3	CBX7	1	1	15	0.336735716875808
H3K36me2	CBX7	1	1	15	0.3903802452418
H3K36me2	RYBP	1	1	15	0.3903802452418
H3K36me3	CBX3	1	1	15	0.254103420817379
H3K36me3	RNAPII_S2P	1	1	15	0.254103420817379
H3K4me1	MBD2T	0	0	15	0.244198398690049
H3K4me1	TAF1	1	1	15	0.244198398690049
H3K4me2	KDM2B	1	1	15	0.204789624887192
H3K4me2	MBD2T	0	0	15	0.204789624887192
H3K4me3	E2F1	1	1	15	0.360238431921855
H3K4me3	KDM2B	1	1	15	0.360238431921855
H3K79me2	RNAPII_S2P	1	1	15	0.0522603315727655
H3K9ac	E2F1	1	1	15	0.520244261073316
H3K9ac	POLII	1	1	15	0.520244261073316
H3K9me3	SETDB1	1	1	15	0.261155993626756
5fC	KDM2A	1	1	16	0.277629912158927
5fC	SIN3A	1	1	16	0.277629912158927
5hmC	G9A	1	1	16	0.135587883414892
5mC	MBD2T	1	1	16	0.0983316641582421
CTCF	RAD21	1	1	16	0.357634201289801
CTCF	SMC3	1	1	16	0.357634201289801
H2AZ	MBD2T	0	0	16	0.355728125091108
H2AZ	TAF1	1	1	16	0.355728125091108
H2Aub1	RING1B	1	1	16	0.2342358801254
H3K27ac	E2F1	1	1	16	0.519843342875063
H3K27ac	MBD2T	0	0	16	0.519843342875063
H3K27me3	CBX7	1	1	16	0.412160165965243
H3K36me2	CBX7	1	1	16	0.195961275415362
H3K36me2	RYBP	1	1	16	0.195961275415362
H3K36me3	RNAPII_S2P	1	1	16	0.191866008542203
H3K36me3	TAF1	1	1	16	0.191866008542203
H3K4me1	MBD2T	0	0	16	0.360321954155823
H3K4me1	TAF1	1	1	16	0.360321954155823
H3K4me2	MBD2T	0	0	16	0.464207943328656
H3K4me3	KDM2A	1	1	16	0.383373293088547
H3K79me2	C_MYC	1	1	16	0.222791601390416
H3K9ac	KDM2A	1	1	16	0.471480997665215
H3K9ac	POLII	1	1	16	0.471480997665215
H3K9me3	SETDB1	1	1	16	0.201675703607474
5hmC	G9A	1	1	17	0.0663202508974743
CTCF	RAD21	1	1	17	0.507976082913017
CTCF	SMC3	1	1	17	0.507976082913017
H2AZ	G9A	1	1	17	0.244446992967382
H2AZ	MBD2T	0	0	17	0.244446992967382
H2AZ	TAF1	1	1	17	0.244446992967382
H2Aub1	RING1B	1	1	17	0.132570119791133
H2Aub1	RNAPII_S5P	1	1	17	0.132570119791133
H3K27ac	E2F1	1	1	17	0.26371412800317
H3K27ac	MBD2T	0	0	17	0.26371412800317
H3K27me3	CBX7	1	1	17	0.256394838034305
H3K36me2	CBX7	1	1	17	0.320878976132393
H3K36me2	RYBP	1	1	17	0.320878976132393
H3K36me3	MBD2T	0	0	17	0.154701795142513
H3K36me3	RNAPII_S2P	1	1	17	0.154701795142513
H3K36me3	TAF1	1	1	17	0.154701795142513
H3K4me1	MBD2T	0	0	17	0.390891691101691
H3K4me1	TAF1	1	1	17	0.390891691101691
H3K4me2	KDM2B	1	1	17	0.291072982662075
H3K4me2	MBD2T	0	0	17	0.291072982662075
H3K4me3	HCFC1	1	1	17	0.22448323121424
H3K4me3	POLII	1	1	17	0.22448323121424
H3K79me2	HDAC1	1	1	17	0.244047937694017
H3K79me2	SUZ12	1	1	17	0.244047937694017
H3K9ac	ZC3H11A	1	1	17	0.418737532166904
H3K9me3	SETDB1	1	1	17	0.234344978263273
H4K20me3	G9A	1	1	17	0.0319572990409252
5fC	P300	1	1	18	0.243664865443075
5hmC	KDM2B	0	0	18	0.42643477655926
CTCF	RAD21	1	1	18	0.281521093804381
CTCF	SMC3	1	1	18	0.281521093804381
H2AZ	MBD2T	0	0	18	0.641535175821716
H2AZ	TAF1	1	1	18	0.641535175821716
H2Aub1	RING1B	1	1	18	0.748939226333723
H2Aub1	RNAPII_S5P	1	1	18	0.748939226333723
H3K27ac	TAF1	1	1	18	0.665244873101623
H3K27me3	EZH2	1	1	18	0.312667532535503
H3K27me3	PHF19	1	1	18	0.312667532535503
H3K36me2	RYBP	1	1	18	0.282042565854431
H3K36me3	RNAPII_S2P	1	1	18	0.769617892919906
H3K36me3	TAF1	1	1	18	0.769617892919906
H3K4me1	MBD2T	0	0	18	0.396538882976743
H3K4me1	TAF1	1	1	18	0.396538882976743
H3K4me2	KDM2B	1	1	18	0.349630393899002
H3K9ac	POLII	1	1	18	0.648276882441537
5hmC	TET1	1	1	19	0.310663924601373
CTCF	RAD21	1	1	19	0.190274411569305
H2AZ	MBD2T	0	0	19	0.266748119093233
H2AZ	TAF1	1	1	19	0.266748119093233
H2Aub1	RING1B	1	1	19	0.575030364282057
H2Aub1	RNAPII_S5P	1	1	19	0.575030364282057
H3K27ac	TAF1	1	1	19	0.181023813644423
H3K27me3	EZH2	1	1	19	0.404146111421662
H3K36me2	CBX7	1	1	19	0.265860873328928
H3K36me2	RYBP	1	1	19	0.265860873328928
H3K36me3	MBD2T	0	0	19	0.213507673828422
H3K36me3	RNAPII_S2P	1	1	19	0.213507673828422
H3K36me3	TAF1	1	1	19	0.213507673828422
H3K4me1	KDM2B	1	1	19	0.319826979999886
H3K4me1	MBD2T	0	0	19	0.319826979999886
H3K4me1	TET1	1	1	19	0.319826979999886
H3K79me2	HDAC1	1	1	19	0.209014255095809
H3K79me2	HDAC2	1	1	19	0.209014255095809
H3K9ac	HCFC1	1	1	19	0.695896411119015
H3K9ac	MAFK	1	1	19	0.695896411119015
H3K9ac	ZC3H11A	1	1	19	0.695896411119015
H3K9me3	SETDB1	1	1	19	0.221249485018945
5fC	RYBP	1	1	20	0.0680558876877518
5hmC	TET1	1	1	20	0.180394989278787
5mC	MBD2T	1	1	20	0.0343292074156485
CTCF	RAD21	1	1	20	0.450175748536547
H2AZ	MBD2T	0	0	20	0.132844491293923
H2AZ	TAF1	1	1	20	0.132844491293923
H2Aub1	RING1B	1	1	20	0.283180420372013
H2Aub1	RNAPII_S5P	1	1	20	0.283180420372013
H3K27ac	MBD2T	0	0	20	0.131767561865949
H3K27ac	TAF1	1	1	20	0.131767561865949
H3K27me3	CBX7	1	1	20	0.254864422521849
H3K27me3	RYBP	1	1	20	0.254864422521849
H3K36me2	CBX7	1	1	20	0.378483349379306
H3K36me2	RYBP	1	1	20	0.378483349379306
H3K36me3	MBD2T	0	0	20	0.163105214407038
H3K36me3	RNAPII_S2P	1	1	20	0.163105214407038
H3K4me1	MBD2T	0	0	20	0.241878235772356
H3K4me3	TAF1	1	1	20	0.0356415868539981
H3K79me2	HDAC1	1	1	20	0.51637113793932
H3K79me2	HDAC2	1	1	20	0.51637113793932
H3K79me2	SUZ12	1	1	20	0.51637113793932
H3K79me2	TCF3	1	1	20	0.51637113793932
H3K9ac	HCFC1	1	1	20	0.497066743752026
H3K9ac	MAFK	1	1	20	0.497066743752026
H3K9ac	RAD21	0	0	20	0.497066743752026
H3K9me3	SETDB1	1	1	20	0.223512405072897
